	0	1	2	3	4	5	6	7	8	9	10	11	12	13	opinion_integer	comment_clean
118	o	True	110644	2020_10_07	53	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	Heute ist die Maske wirklich so gefallen, dass sie nicht mehr ärger hätte fallen können, und das im wahrsten Sinne des Wortes. Sie treten ein Theater um die Masken los, um Ihren Minister und vielleicht zukünftigen Gemeinderat – denn weiter wird er es nicht bringen – zu schützen. Dann ist es ausgerechnet der Minister, der seinen Mitarbeiter herbeiwinkt und ihm auf 10 Zentimeter Entfernung ohne Maske hier im Hohen Haus etwas ins Ohr flüstert.	True	False	False	False	False	1	Heute ist die Maske wirklich so gefallen, dass sie nicht mehr ärger hätte fallen können, und das im wahrsten Sinne des Wortes. Sie treten ein Theater um die Masken los, um Ihren Minister und vielleicht zukünftigen Gemeinderat – denn weiter wird er es nicht bringen – zu schützen. Dann ist es ausgerechnet der Minister, der seinen Mitarbeiter herbeiwinkt und ihm auf 10 Zentimeter Entfernung ohne Maske hier im Hohen Haus etwas ins Ohr flüstert.
2554	+	True	137969	2020_11_17	62	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	Was tut dieses Unternehmen? – Es verpackt diesen Impfstoff in eine Formulierung, sodass der Impfstoff in die Zelle hineingehen und seine Wirkung entfalten kann. Das Unternehmen will heuer noch 100 Millionen Dosen bereit­stellen und nächstes Jahr 1,3 Milliarden Dosen produzieren.	False	False	True	False	False	2	Was tut dieses Unternehmen? – Es verpackt diesen Impfstoff in eine Formulierung, sodass der Impfstoff in die Zelle hineingehen und seine Wirkung entfalten kann. Das Unternehmen will heuer noch 100 Millionen Dosen bereit­stellen und nächstes Jahr 1,3 Milliarden Dosen produzieren.
776	+	False	200739	2021_05_03	101	SPÖ	Abgeordnete Mag. Karin Greiner (SPÖ)	False	Hätte Österreich nämlich das volle Impfkontingent ausgeschöpft, hätten wir jetzt eine Million mehr geimpfte Österreicherinnen und Österreicher!	False	False	True	False	False	2	Hätte Österreich nämlich das volle Impfkontingent ausgeschöpft, hätten wir jetzt eine Million mehr geimpfte Österreicherinnen und Österreicher!
3017	-	False	152144	2020_12_11	71	SPÖ	Abgeordnete Gabriele Heinisch-Hosek (SPÖ)	False	Wir sind der Auffassung, dass es Frauen im Handel oder in der Produktion nicht immer schaffen können, zu Kundinnen und Kunden den Abstand zu wahren, der gewahrt wer­den sollte.	False	False	False	False	True	0	Wir sind der Auffassung, dass es Frauen im Handel oder in der Produktion nicht immer schaffen können, zu Kundinnen und Kunden den Abstand zu wahren, der gewahrt wer­den sollte.
3511	+	True	114305	2020_10_14	55	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	– Eine Woche früher, Herr Kollege Kickl, waren Sie dran. Der richtige Zeitpunkt der Forderung nach einem Lockdown, im Übrigen viel umfassender formuliert, als wir ihn dann umgesetzt haben - -  – Ich finde es ja spannend, dass einer, der Corona sonst verharmlost, jetzt darauf drängt, dass man den Lockdown früher hätte verwirklichen müssen. Nach unseren Forschungsergebnissen, nach unserer wis­senschaftlichen Evaluierung war es so, dass das eben der richtige Zeitpunkt gewesen ist, Herr Kollege Kickl.	False	True	False	False	False	2	– Eine Woche früher, Herr Kollege Kickl, waren Sie dran. Der richtige Zeitpunkt der Forderung nach einem Lockdown, im Übrigen viel umfassender formuliert, als wir ihn dann umgesetzt haben - -  – Ich finde es ja spannend, dass einer, der Corona sonst verharmlost, jetzt darauf drängt, dass man den Lockdown früher hätte verwirklichen müssen. Nach unseren Forschungsergebnissen, nach unserer wis­senschaftlichen Evaluierung war es so, dass das eben der richtige Zeitpunkt gewesen ist, Herr Kollege Kickl.
1283	-	False	145987	2020_12_10	69	NEOS	Abgeordneter Yannick Shetty (NEOS)	False	Wir haben es heute schon gehört: Wie kann es sein, dass der Kanzler im Alleingang die Schulen zusperrt, die Kinder wegsperrt, es aber gleichzeitig nicht schafft, unsere ältesten Mitbürgerinnen und Mitbürger in den Pflegeheimen zu schützen?	False	False	False	True	False	0	Wir haben es heute schon gehört: Wie kann es sein, dass der Kanzler im Alleingang die Schulen zusperrt, die Kinder wegsperrt, es aber gleichzeitig nicht schafft, unsere ältesten Mitbürgerinnen und Mitbürger in den Pflegeheimen zu schützen?
4385	-	False	157583	2020_12_21	75	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Das wissen Sie doch, dass Massentests überhaupt nichts mit dem soliden Gewinn von gesundheitsstrategischen Erkenntnissen zu tun haben, nicht einmal ansatzweise.	False	False	False	True	False	0	Das wissen Sie doch, dass Massentests überhaupt nichts mit dem soliden Gewinn von gesundheitsstrategischen Erkenntnissen zu tun haben, nicht einmal ansatzweise.
4857	+	False	200953	2021_05_03	101	ÖVP	Abgeordneter Christoph Zarits (ÖVP)	True	Wir testen in den Schulen, wir testen in den Apotheken, wir testen in den Gemeinden in den Teststraßen.	False	False	False	True	False	2	Wir testen in den Schulen, wir testen in den Apotheken, wir testen in den Gemeinden in den Teststraßen.
1718	+	True	171333	2021_02_24	85	FPÖ	Abgeordneter Mag. Harald Stefan (FPÖ)	False	Es ist von vorne bis hinten ein Wahnsinn. Im Moment haben wir das große Thema Impfen. Man beschäftigt sich mit den Impfkritikern, schafft es aber bei Weitem nicht, jene, die sich impfen lassen wollen, zu impfen.	False	False	True	False	False	2	Es ist von vorne bis hinten ein Wahnsinn. Im Moment haben wir das große Thema Impfen. Man beschäftigt sich mit den Impfkritikern, schafft es aber bei Weitem nicht, jene, die sich impfen lassen wollen, zu impfen.
4235	-	True	172877	2021_02_24	85	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Es heißt, es sei alles freiwillig, weil man die Kinder ja zu Hause lassen kann, sie müssen ja nicht in die Schule gehen. Es gibt keine Ausnahmen für Sonderschüler, für behinderte Kinder und vielleicht für Kinder, die einfach aufgrund persönlicher Erfahrungen Schwierigkeiten mit den Tests haben. Es gibt dafür keine menschliche Lösung – und noch dazu werden Lehrer, die da menschlich vorgehen, Ausnahmen schaffen und den Kindern mehr Luft geben wollen, dann auch noch disziplinär verfolgt.	False	False	False	True	False	0	Es heißt, es sei alles freiwillig, weil man die Kinder ja zu Hause lassen kann, sie müssen ja nicht in die Schule gehen. Es gibt keine Ausnahmen für Sonderschüler, für behinderte Kinder und vielleicht für Kinder, die einfach aufgrund persönlicher Erfahrungen Schwierigkeiten mit den Tests haben. Es gibt dafür keine menschliche Lösung – und noch dazu werden Lehrer, die da menschlich vorgehen, Ausnahmen schaffen und den Kindern mehr Luft geben wollen, dann auch noch disziplinär verfolgt.
1850	+	False	161579	2021_01_14	77	Grüne	Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz Rudolf Anschober	True	Ein weiterer wichtiger Bereich ist eben der große Bereich der Impfungen: Ja, das ist ein ganz wichtiger Beschluss, was die Finanzierung des elektronischen Impfpasses betrifft.	False	False	True	False	False	2	Ein weiterer wichtiger Bereich ist eben der große Bereich der Impfungen: Ja, das ist ein ganz wichtiger Beschluss, was die Finanzierung des elektronischen Impfpasses betrifft.
3624	-	True	124665	2020_11_17	62	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Unser sehr geehrter Herr Bundesfinanzminister Blümel rechnet für das kommende Jahr bei Einnahmen von 75 Milliarden Euro mit Ausgaben von knapp 98 Milliarden Euro und damit mit einem satten Defizit von 22,6 Milliarden Euro beziehungsweise einem Maastrichtdefizit von 9,8 Prozent. Diese Zahlen, sehr geehrte Damen und Herren, sind sogar noch schöngerechnet, ja veraltet, denn sie basieren auf einer Prognose, die den aktuellen harten Lockdown gar nicht berücksichtigt. Lassen Sie es mich plastisch und bildlich formulieren: Der Herr Bundesminister für Finanzen Blümel steuert das Schiff der österreichischen Finanzen durch den Nebel von falschen Zahlen auf eine düstere Zukunft für unsere Bevölkerung zu.	False	True	False	False	False	0	Unser sehr geehrter Herr Bundesfinanzminister Blümel rechnet für das kommende Jahr bei Einnahmen von 75 Milliarden Euro mit Ausgaben von knapp 98 Milliarden Euro und damit mit einem satten Defizit von 22,6 Milliarden Euro beziehungsweise einem Maastrichtdefizit von 9,8 Prozent. Diese Zahlen, sehr geehrte Damen und Herren, sind sogar noch schöngerechnet, ja veraltet, denn sie basieren auf einer Prognose, die den aktuellen harten Lockdown gar nicht berücksichtigt. Lassen Sie es mich plastisch und bildlich formulieren: Der Herr Bundesminister für Finanzen Blümel steuert das Schiff der österreichischen Finanzen durch den Nebel von falschen Zahlen auf eine düstere Zukunft für unsere Bevölkerung zu.
4022	-	False	75825	2020_06_17	36	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	Die Ausgangslage Der Lockdown hat eine soziale und wirtschaftliche Krise ausgelöst, die beispielhaft ist in der Zweiten Republik.	False	True	False	False	False	0	Die Ausgangslage Der Lockdown hat eine soziale und wirtschaftliche Krise ausgelöst, die beispielhaft ist in der Zweiten Republik.
4711	o	True	151582	2020_12_11	71	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Wenn man da diese Umkreisregel anwendet, stellt man fest, dass alle Nachbarn des Wirtes in die Regelung hineinfallen, sodass sie das Essen, das sie vom Wirt beziehen, in ihren eigenen Häusern nicht essen dürfen. Das dritte Beispiel: Wir dürfen jetzt als Gemeinden die Massentestungen durchführen, Sie haben uns ja dazu eingeladen. Morgen und übermorgen wird dies in meiner Gemein­de durchgeführt.	False	False	False	True	False	1	Wenn man da diese Umkreisregel anwendet, stellt man fest, dass alle Nachbarn des Wirtes in die Regelung hineinfallen, sodass sie das Essen, das sie vom Wirt beziehen, in ihren eigenen Häusern nicht essen dürfen. Das dritte Beispiel: Wir dürfen jetzt als Gemeinden die Massentestungen durchführen, Sie haben uns ja dazu eingeladen. Morgen und übermorgen wird dies in meiner Gemein­de durchgeführt.
3356	-	False	49210	2020_05_13	30	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Die Folgeschäden, die aus diesen Maßnahmen, aus diesem Lockdown des Gesundheitssystems für die Österreicher und Österreiche­rinnen entstehen, werden um ein Vielfaches höher sein als das, was der Coronavirus angestellt hat, meine sehr geehrten Damen und Herren!	False	True	False	False	False	0	Die Folgeschäden, die aus diesen Maßnahmen, aus diesem Lockdown des Gesundheitssystems für die Österreicher und Österreiche­rinnen entstehen, werden um ein Vielfaches höher sein als das, was der Coronavirus angestellt hat, meine sehr geehrten Damen und Herren!
2755	o	True	164658	2021_01_20	79	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Erklären Sie mir das bitte außerdem noch logistisch! Geimpft wird im Bezirk Spittal nur in der Bezirkshauptstadt, in den Geschäftsräumen der Gebietskrankenkasse. Jetzt erklären Sie mir, wie ein betagter Mensch über 80 Jahre von Heiligenblut – da liegen zurzeit circa 2 Meter Schnee, in den nächsten Tagen kommt noch ein bissel was dazu – kurzfristig, denn er wird kurzfristig von der GKK angerufen, nach Spittal kommen soll.	False	False	True	False	False	1	Erklären Sie mir das bitte außerdem noch logistisch! Geimpft wird im Bezirk Spittal nur in der Bezirkshauptstadt, in den Geschäftsräumen der Gebietskrankenkasse. Jetzt erklären Sie mir, wie ein betagter Mensch über 80 Jahre von Heiligenblut – da liegen zurzeit circa 2 Meter Schnee, in den nächsten Tagen kommt noch ein bissel was dazu – kurzfristig, denn er wird kurzfristig von der GKK angerufen, nach Spittal kommen soll.
421	-	True	71817	2020_05_29	34	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Um 14 Uhr ist die Presse­konferenz von diesen vier Herren und sie verkünden plötzlich: 15. Juni – alles retour! Masken sind nicht mehr wichtig. In den Abgeordnetenreihen hat plötzlich keiner mehr eine Maske auf, sogar bei den Grünen gibt es nur mehr ganz wenige mit Maske.	True	False	False	False	False	0	Um 14 Uhr ist die Presse­konferenz von diesen vier Herren und sie verkünden plötzlich: 15. Juni – alles retour! Masken sind nicht mehr wichtig. In den Abgeordnetenreihen hat plötzlich keiner mehr eine Maske auf, sogar bei den Grünen gibt es nur mehr ganz wenige mit Maske.
3891	o	True	134416	2020_11_17	62	ÖVP	Abgeordneter Ing. Josef Hechenberger (ÖVP)	True	Liebe Zuseherinnen und Zuseher! Ich darf mit einem positiven Thema beginnen, und zwar auch in Lockdownzeiten: Auch in schwierigen Zeiten gibt es keine Probleme, keine Versorgungsengpässe bei Lebensmitteln, weil unsere österreichischen Bauern­familien rund um die Uhr fleißig arbeiten und Lebensmittel in ausreichender Menge und in hoher Qualität zur Verfügung stellen – letztendlich ist das auch unsere Aufgabe beziehungsweise unser Job. Ich glaube aber, ein Thema ist sehr entscheidend: Wir haben einerseits stagnierende Produktpreise – das sind die wirklichen Herausforderungen für die Bauernfamilien – und andererseits steigende Anforderungen seitens der Gesellschaft, und da, denke ich, sind auch sehr, sehr stark politische Parteien mit dabei, die jeden Tag darüber nachdenken, wie man die Arbeit der Bauernfamilien erschweren und wie man das noch mehr kontrol­lieren kann – Thema Bürokratie.	False	True	False	False	False	1	Liebe Zuseherinnen und Zuseher! Ich darf mit einem positiven Thema beginnen, und zwar auch in Lockdownzeiten: Auch in schwierigen Zeiten gibt es keine Probleme, keine Versorgungsengpässe bei Lebensmitteln, weil unsere österreichischen Bauern­familien rund um die Uhr fleißig arbeiten und Lebensmittel in ausreichender Menge und in hoher Qualität zur Verfügung stellen – letztendlich ist das auch unsere Aufgabe beziehungsweise unser Job. Ich glaube aber, ein Thema ist sehr entscheidend: Wir haben einerseits stagnierende Produktpreise – das sind die wirklichen Herausforderungen für die Bauernfamilien – und andererseits steigende Anforderungen seitens der Gesellschaft, und da, denke ich, sind auch sehr, sehr stark politische Parteien mit dabei, die jeden Tag darüber nachdenken, wie man die Arbeit der Bauernfamilien erschweren und wie man das noch mehr kontrol­lieren kann – Thema Bürokratie.
455	-	False	59025	2020_05_26	32	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Schauen Sie sich das an: Beim Obernosterer schaut die Nase immer raus, und die Hälfte hat die Maske schon runtergegeben.	True	False	False	False	False	0	Schauen Sie sich das an: Beim Obernosterer schaut die Nase immer raus, und die Hälfte hat die Maske schon runtergegeben.
3203	-	False	98123	2020_07_09	47	NEOS	Abgeordneter Dr. Nikolaus Scherak, MA (NEOS)	False	Also wenn ich 1,19 Meter von Frau Kollegin Belakowitsch entfernt gehe, kommt die Poli­zei vorbei und sagt: Passen Sie auf, denn es könnte sein, dass Sie jetzt bald diesen 1 Meter Abstand, der jetzt laut Landesverwaltungsgericht eigentlich eh nicht mehr vorge­schrieben ist, Sie wissen, unterschreiten!	False	False	False	False	True	0	Also wenn ich 1,19 Meter von Frau Kollegin Belakowitsch entfernt gehe, kommt die Poli­zei vorbei und sagt: Passen Sie auf, denn es könnte sein, dass Sie jetzt bald diesen 1 Meter Abstand, der jetzt laut Landesverwaltungsgericht eigentlich eh nicht mehr vorge­schrieben ist, Sie wissen, unterschreiten!
4056	-	False	176670	2021_03_08	87	FPÖ	Abgeordnete Dr. Susanne Fürst (FPÖ)	False	Das heißt, man sollte hier bedenken: Lockdown ist gleich Vernichtung von Arbeitsplätzen, insbesondere von Frauenarbeitsplätzen.	False	True	False	False	False	0	Das heißt, man sollte hier bedenken: Lockdown ist gleich Vernichtung von Arbeitsplätzen, insbesondere von Frauenarbeitsplätzen.
3270	+	False	37987	2020_04_22	24	FPÖ	Abgeordneter Mag. Hannes Amesbauer, BA (FPÖ)	False	Dazu gehört das Abstandhalten, dazu gehört die Händehygiene, dazu gehört natürlich auch das Vermeiden von großen Menschenansammlungen auf engem Raum.	False	False	False	False	True	2	Dazu gehört das Abstandhalten, dazu gehört die Händehygiene, dazu gehört natürlich auch das Vermeiden von großen Menschenansammlungen auf engem Raum.
299	-	False	190773	2021_03_26	93	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Sie haben vom ersten Tag an nicht nachvollziehbare Maßnahmen gesetzt – einmal: Mund-Nasen-Schutz brauchen wir nicht!, einmal: Mund-Nasen-Schutz setzen wir auf!, einmal: FFP2-Maske brauchen wir nicht!, einmal: FFP2-Maske setzen wir auf!, einmal: Lockdown gibt es nur, wenn das Gesundheitssystem zusammenbricht!, jetzt sind wir im Dauerlockdown.	True	True	False	False	False	0	Sie haben vom ersten Tag an nicht nachvollziehbare Maßnahmen gesetzt – einmal: Mund-Nasen-Schutz brauchen wir nicht!, einmal: Mund-Nasen-Schutz setzen wir auf!, einmal: FFP2-Maske brauchen wir nicht!, einmal: FFP2-Maske setzen wir auf!, einmal: Lockdown gibt es nur, wenn das Gesundheitssystem zusammenbricht!, jetzt sind wir im Dauerlockdown.
